Fecha;Unidad;COD_CCAA;CCAA;Cod_Provincia;Provincia;TOTAL_CAMAS;OCUPADAS_COVID19;OCUPADAS_NO_COVID19;INGRESOS_COVID19;ALTAS_24h_COVID19
2020-10-28;U. Críticas SIN respirador;09;CATALUÑA;43;Tarragona;9;3;6;0;0
2020-10-28;U. Críticas SIN respirador;16;PAÍS VASCO;01;Araba/Álava;8;0;2;0;0
2020-10-28;U. Críticas SIN respirador;18;CEUTA;51;Ceuta;0;0;0;0;0
2020-10-29;Hospitalización convencional;02;ARAGÓN;22;Huesca;591;150;279;26;17
2020-10-29;Hospitalización convencional;08;CASTILLA LA MANCHA;45;Toledo;1434;452;684;61;50
2020-10-29;Hospitalización convencional;12;GALICIA;27;Lugo;981;72;511;5;4
2020-10-29;U. Críticas CON respirador;02;ARAGÓN;44;Teruel;8;5;1;0;2
2020-10-29;U. Críticas CON respirador;06;CANTABRIA;39;Cantabria;95;11;34;0;1
2020-10-29;U. Críticas SIN respirador;07;CASTILLA Y LEÓN;24;León;0;0;0;0;0
2020-10-29;U. Críticas SIN respirador;08;CASTILLA LA MANCHA;19;Guadalajara;30;1;0;0;0
2020-10-30;Hospitalización convencional;01;ANDALUCÍA;41;Sevilla;3366;627;1766;111;126
2020-10-30;U. Críticas CON respirador;05;ISLAS CANARIAS;38;Santa Cruz de Tenerife;178;27;63;1;0
2020-10-30;U. Críticas CON respirador;06;CANTABRIA;39;Cantabria;101;12;33;6;5
2020-10-30;U. Críticas CON respirador;08;CASTILLA LA MANCHA;19;Guadalajara;38;13;3;0;0
2020-10-30;U. Críticas CON respirador;12;GALICIA;15;Coruña, A;209;35;89;4;1
2020-10-30;U. Críticas SIN respirador;07;CASTILLA Y LEÓN;05;Ávila;0;0;0;0;0
2020-10-30;U. Críticas SIN respirador;10;COMUNIDAD VALENCIANA;46;Valencia/València;152;1;10;0;0
2020-10-30;U. Críticas SIN respirador;13;MADRID;28;Madrid;152;0;21;0;0
2020-10-31;U. Críticas CON respirador;15;NAVARRA;31;Navarra;140;57;37;8;6
2021-04-30;U. Críticas CON respirador;01;ANDALUCÍA;14;Córdoba;111;36;25;1;2
2021-04-30;U. Críticas CON respirador;02;ARAGÓN;44;Teruel;8;0;4;0;0
2021-04-30;U. Críticas CON respirador;14;MURCIA;30;Murcia;292;20;98;1;1
2021-05-01;Hospitalización convencional;02;ARAGÓN;22;Huesca;574;37;317;5;5
2021-05-01;Hospitalización convencional;08;CASTILLA LA MANCHA;45;Toledo;1654;190;911;12;8
2021-05-01;Hospitalización convencional;12;GALICIA;27;Lugo;398;6;236;0;3
2021-05-01;U. Críticas CON respirador;07;CASTILLA Y LEÓN;47;Valladolid;123;39;45;2;1
2021-05-01;U. Críticas CON respirador;07;CASTILLA Y LEÓN;49;Zamora;19;4;4;0;0
2021-05-01;U. Críticas CON respirador;12;GALICIA;15;Coruña, A;274;14;87;0;4
2021-05-01;U. Críticas SIN respirador;08;CASTILLA LA MANCHA;16;Cuenca;11;0;0;0;0
2021-05-01;U. Críticas SIN respirador;17;LA RIOJA;26;Rioja, La;4;0;0;0;0
2021-05-02;Hospitalización convencional;01;ANDALUCÍA;21;Huelva;865;61;497;5;2
2021-05-02;Hospitalización convencional;01;ANDALUCÍA;23;Jaén;1178;113;536;4;5
2021-05-02;Hospitalización convencional;02;ARAGÓN;50;Zaragoza;2990;275;1802;23;7
2021-05-02;Hospitalización convencional;07;CASTILLA Y LEÓN;09;Burgos;1076;82;634;2;1
2021-05-02;U. Críticas CON respirador;05;ISLAS CANARIAS;38;Santa Cruz de Tenerife;179;26;49;2;0
2021-05-02;U. Críticas CON respirador;07;CASTILLA Y LEÓN;49;Zamora;19;4;5;0;0
2021-05-02;U. Críticas CON respirador;08;CASTILLA LA MANCHA;19;Guadalajara;38;19;5;0;0
2021-05-02;U. Críticas CON respirador;12;GALICIA;36;Pontevedra;182;18;60;3;0
2021-05-03;Hospitalización convencional;10;COMUNIDAD VALENCIANA;03;Alicante/Alacant;4004;41;2547;4;6
2021-05-03;U. Críticas CON respirador;16;PAÍS VASCO;48;Bizkaia;244;87;85;4;9
2021-05-03;U. Críticas SIN respirador;08;CASTILLA LA MANCHA;45;Toledo;18;1;14;0;1
2021-05-03;U. Críticas SIN respirador;09;CATALUÑA;17;Girona;0;0;0;0;0
2021-05-03;U. Críticas SIN respirador;13;MADRID;28;Madrid;128;0;19;0;0
2021-05-03;U. Críticas SIN respirador;18;CEUTA;51;Ceuta;0;0;0;0;0
2021-05-04;Hospitalización convencional;03;ASTURIAS;33;Asturias;3177;134;2118;11;17
2021-05-04;U. Críticas CON respirador;12;GALICIA;32;Ourense;44;5;9;0;0
2021-05-04;U. Críticas CON respirador;18;CEUTA;51;Ceuta;17;6;5;0;0
2021-05-04;U. Críticas CON respirador;19;MELILLA;52;Melilla;15;4;1;0;1
2021-05-04;U. Críticas SIN respirador;08;CASTILLA LA MANCHA;45;Toledo;18;3;8;0;0
2021-05-05;Hospitalización convencional;08;CASTILLA LA MANCHA;13;Ciudad Real;1296;64;838;8;15
2021-05-05;U. Críticas CON respirador;04;ISLAS BALEARES;07;Balears, Illes;225;24;86;2;0
2021-05-05;U. Críticas CON respirador;11;EXTREMADURA;06;Badajoz;122;4;42;0;0
2021-05-05;U. Críticas CON respirador;12;GALICIA;32;Ourense;44;5;14;0;0
2021-05-05;U. Críticas SIN respirador;07;CASTILLA Y LEÓN;37;Salamanca;5;0;0;0;0
2021-05-06;Hospitalización convencional;12;GALICIA;15;Coruña, A;3233;61;2273;8;16
2021-05-06;U. Críticas CON respirador;05;ISLAS CANARIAS;35;Palmas, Las;233;41;71;4;3
2021-05-06;U. Críticas SIN respirador;12;GALICIA;27;Lugo;7;0;0;0;0
2021-05-07;Hospitalización convencional;05;ISLAS CANARIAS;38;Santa Cruz de Tenerife;2573;75;1751;3;13
2021-05-07;Hospitalización convencional;12;GALICIA;32;Ourense;951;12;655;0;1
2021-05-07;Hospitalización convencional;16;PAÍS VASCO;48;Bizkaia;2394;250;1496;32;59
2021-05-07;U. Críticas CON respirador;01;ANDALUCÍA;11;Cádiz;210;29;55;1;0
2021-05-07;U. Críticas CON respirador;09;CATALUÑA;43;Tarragona;110;40;37;2;0
2021-05-07;U. Críticas CON respirador;16;PAÍS VASCO;01;Araba/Álava;74;25;15;2;2
2021-05-07;U. Críticas SIN respirador;01;ANDALUCÍA;41;Sevilla;74;1;31;0;1
2021-05-07;U. Críticas SIN respirador;08;CASTILLA LA MANCHA;45;Toledo;18;2;5;0;1
2021-05-07;U. Críticas SIN respirador;09;CATALUÑA;08;Barcelona;245;46;125;6;12
2021-05-07;U. Críticas SIN respirador;09;CATALUÑA;25;Lleida;55;19;6;0;0
2021-05-07;U. Críticas SIN respirador;10;COMUNIDAD VALENCIANA;12;Castellón/Castelló;2;0;0;0;0
2021-05-08;Hospitalización convencional;01;ANDALUCÍA;04;Almería;1305;54;669;4;12
2021-05-08;Hospitalización convencional;11;EXTREMADURA;06;Badajoz;1726;23;984;3;3
2021-05-08;U. Críticas CON respirador;07;CASTILLA Y LEÓN;09;Burgos;82;17;16;1;0
2021-05-08;U. Críticas CON respirador;10;COMUNIDAD VALENCIANA;12;Castellón/Castelló;85;11;30;0;0
2020-12-24;U. Críticas CON respirador;01;ANDALUCÍA;23;Jaén;76;24;18;2;2
2020-12-24;U. Críticas CON respirador;07;CASTILLA Y LEÓN;37;Salamanca;80;11;27;0;0
2020-12-24;U. Críticas SIN respirador;07;CASTILLA Y LEÓN;49;Zamora;0;0;0;0;0
2020-12-24;U. Críticas SIN respirador;10;COMUNIDAD VALENCIANA;46;Valencia/València;71;0;14;0;1
2020-12-25;Hospitalización convencional;01;ANDALUCÍA;23;Jaén;1160;108;428;15;9
2020-12-25;U. Críticas CON respirador;09;CATALUÑA;08;Barcelona;817;229;346;12;10
2020-12-25;U. Críticas CON respirador;16;PAÍS VASCO;01;Araba/Álava;75;13;22;0;1
2020-12-25;U. Críticas SIN respirador;12;GALICIA;36;Pontevedra;53;1;2;0;0
2020-12-26;Hospitalización convencional;03;ASTURIAS;33;Asturias;3038;207;1430;12;12
2020-12-26;Hospitalización convencional;09;CATALUÑA;43;Tarragona;2603;300;1527;22;15
2020-12-26;U. Críticas CON respirador;08;CASTILLA LA MANCHA;13;Ciudad Real;95;21;20;0;3
2020-12-26;U. Críticas CON respirador;09;CATALUÑA;25;Lleida;30;17;10;2;0
2020-12-26;U. Críticas SIN respirador;01;ANDALUCÍA;14;Córdoba;57;0;1;0;1
2020-12-26;U. Críticas SIN respirador;15;NAVARRA;31;Navarra;12;0;0;0;0
2020-12-27;Hospitalización convencional;07;CASTILLA Y LEÓN;24;León;1432;74;746;2;4
2020-12-27;U. Críticas SIN respirador;05;ISLAS CANARIAS;38;Santa Cruz de Tenerife;20;0;7;0;0
2020-12-27;U. Críticas SIN respirador;11;EXTREMADURA;10;Cáceres;10;3;1;0;0
2020-12-27;U. Críticas SIN respirador;16;PAÍS VASCO;20;Gipuzkoa;0;0;0;0;0
2020-12-28;Hospitalización convencional;07;CASTILLA Y LEÓN;09;Burgos;1106;111;428;9;8
2020-12-28;Hospitalización convencional;09;CATALUÑA;25;Lleida;991;92;649;12;7
2020-12-28;Hospitalización convencional;17;LA RIOJA;26;Rioja, La;750;54;437;5;3
2020-12-28;U. Críticas CON respirador;11;EXTREMADURA;06;Badajoz;130;21;25;2;0
2020-12-28;U. Críticas SIN respirador;07;CASTILLA Y LEÓN;42;Soria;0;0;0;0;0
2020-12-28;U. Críticas SIN respirador;08;CASTILLA LA MANCHA;02;Albacete;39;7;19;2;1
2020-12-28;U. Críticas SIN respirador;11;EXTREMADURA;06;Badajoz;18;0;0;0;0
2020-12-29;Hospitalización convencional;01;ANDALUCÍA;18;Granada;1832;126;968;18;30
2020-12-29;Hospitalización convencional;12;GALICIA;36;Pontevedra;2315;103;1314;16;13
2020-12-29;Hospitalización convencional;16;PAÍS VASCO;20;Gipuzkoa;1415;130;885;24;20
2020-12-29;U. Críticas SIN respirador;02;ARAGÓN;50;Zaragoza;17;0;8;0;0
2020-12-29;U. Críticas SIN respirador;04;ISLAS BALEARES;07;Balears, Illes;51;10;10;5;0
2020-12-29;U. Críticas SIN respirador;07;CASTILLA Y LEÓN;40;Segovia;4;0;0;0;0
2020-12-29;U. Críticas SIN respirador;10;COMUNIDAD VALENCIANA;12;Castellón/Castelló;2;0;0;0;0
2020-12-30;Hospitalización convencional;02;ARAGÓN;22;Huesca;591;32;262;3;15
2020-12-30;Hospitalización convencional;11;EXTREMADURA;06;Badajoz;1945;90;823;19;16
2020-12-30;U. Críticas CON respirador;01;ANDALUCÍA;11;Cádiz;181;30;34;1;4
2020-12-30;U. Críticas CON respirador;02;ARAGÓN;44;Teruel;8;1;0;0;0
2020-12-30;U. Críticas CON respirador;02;ARAGÓN;50;Zaragoza;177;36;63;3;1
2020-12-30;U. Críticas CON respirador;12;GALICIA;27;Lugo;76;2;15;0;0
2020-12-30;U. Críticas SIN respirador;01;ANDALUCÍA;41;Sevilla;78;0;21;0;0
2020-12-31;Hospitalización convencional;02;ARAGÓN;50;Zaragoza;2929;204;1414;35;40
2020-12-31;Hospitalización convencional;04;ISLAS BALEARES;07;Balears, Illes;3003;309;1550;34;49
2020-12-31;Hospitalización convencional;10;COMUNIDAD VALENCIANA;12;Castellón/Castelló;1304;139;585;21;23
2020-12-31;Hospitalización convencional;16;PAÍS VASCO;01;Araba/Álava;575;61;273;3;11
2020-12-31;U. Críticas CON respirador;07;CASTILLA Y LEÓN;37;Salamanca;80;7;32;0;1
2020-12-31;U. Críticas CON respirador;07;CASTILLA Y LEÓN;49;Zamora;19;9;0;1;0
2020-12-31;U. Críticas SIN respirador;17;LA RIOJA;26;Rioja, La;4;0;0;0;0
2021-01-01;U. Críticas CON respirador;09;CATALUÑA;08;Barcelona;786;281;302;22;15
2021-01-01;U. Críticas CON respirador;10;COMUNIDAD VALENCIANA;03;Alicante/Alacant;314;114;90;12;8
2021-01-01;U. Críticas CON respirador;12;GALICIA;36;Pontevedra;176;23;62;1;0
2021-01-01;U. Críticas SIN respirador;13;MADRID;28;Madrid;148;0;19;0;0
2021-01-02;Hospitalización convencional;07;CASTILLA Y LEÓN;49;Zamora;395;37;180;0;3
2021-01-02;Hospitalización convencional;08;CASTILLA LA MANCHA;16;Cuenca;312;21;105;3;3
2021-01-02;U. Críticas CON respirador;14;MURCIA;30;Murcia;285;53;80;9;1
2021-05-08;U. Críticas CON respirador;10;COMUNIDAD VALENCIANA;46;Valencia/València;429;26;191;1;0
2021-05-08;U. Críticas SIN respirador;01;ANDALUCÍA;23;Jaén;67;1;6;0;1
2021-05-08;U. Críticas SIN respirador;07;CASTILLA Y LEÓN;09;Burgos;21;2;9;0;0
2021-05-09;Hospitalización convencional;12;GALICIA;15;Coruña, A;3228;64;2176;5;0
2021-05-09;Hospitalización convencional;16;PAÍS VASCO;01;Araba/Álava;633;81;452;6;3
2021-05-09;Hospitalización convencional;19;MELILLA;52;Melilla;165;19;58;4;0
2021-05-09;U. Críticas CON respirador;05;ISLAS CANARIAS;35;Palmas, Las;233;41;68;2;1
2021-05-09;U. Críticas CON respirador;07;CASTILLA Y LEÓN;09;Burgos;72;17;11;0;0
2021-05-09;U. Críticas CON respirador;10;COMUNIDAD VALENCIANA;46;Valencia/València;429;23;192;1;0
2021-05-09;U. Críticas SIN respirador;06;CANTABRIA;39;Cantabria;22;0;7;0;0
2021-05-09;U. Críticas SIN respirador;10;COMUNIDAD VALENCIANA;03;Alicante/Alacant;51;2;19;0;0
2021-05-10;U. Críticas CON respirador;09;CATALUÑA;17;Girona;70;31;21;3;4
2021-05-10;U. Críticas SIN respirador;01;ANDALUCÍA;14;Córdoba;59;0;10;0;0
2021-05-10;U. Críticas SIN respirador;02;ARAGÓN;22;Huesca;0;0;0;0;0
2021-05-10;U. Críticas SIN respirador;02;ARAGÓN;50;Zaragoza;19;0;11;0;0
2021-05-10;U. Críticas SIN respirador;12;GALICIA;27;Lugo;7;0;0;0;0
2021-05-10;U. Críticas SIN respirador;16;PAÍS VASCO;48;Bizkaia;10;0;7;0;0
2021-05-11;Hospitalización convencional;05;ISLAS CANARIAS;35;Palmas, Las;2490;56;1883;3;6
2021-05-11;Hospitalización convencional;13;MADRID;28;Madrid;16260;1658;11983;150;236
2021-05-11;U. Críticas CON respirador;01;ANDALUCÍA;21;Huelva;43;9;16;0;2
2021-05-11;U. Críticas CON respirador;02;ARAGÓN;50;Zaragoza;180;61;57;2;4
2021-05-11;U. Críticas CON respirador;12;GALICIA;27;Lugo;89;1;27;1;0
2021-05-11;U. Críticas SIN respirador;01;ANDALUCÍA;21;Huelva;30;0;6;0;0
2021-05-11;U. Críticas SIN respirador;02;ARAGÓN;44;Teruel;0;0;0;0;0
2021-05-11;U. Críticas SIN respirador;15;NAVARRA;31;Navarra;12;0;0;0;0
2021-05-12;Hospitalización convencional;13;MADRID;28;Madrid;16206;1587;12064;177;244
2021-05-12;U. Críticas SIN respirador;02;ARAGÓN;44;Teruel;0;0;0;0;0
2021-05-12;U. Críticas SIN respirador;06;CANTABRIA;39;Cantabria;22;0;9;0;0
2021-05-13;U. Críticas CON respirador;09;CATALUÑA;17;Girona;64;24;22;2;3
2021-05-13;U. Críticas SIN respirador;07;CASTILLA Y LEÓN;42;Soria;0;0;0;0;0
2021-05-13;U. Críticas SIN respirador;07;CASTILLA Y LEÓN;49;Zamora;0;0;0;0;0
2021-05-14;U. Críticas CON respirador;07;CASTILLA Y LEÓN;40;Segovia;27;10;2;1;1
2021-05-14;U. Críticas CON respirador;09;CATALUÑA;25;Lleida;38;20;8;2;0
2021-05-14;U. Críticas SIN respirador;08;CASTILLA LA MANCHA;13;Ciudad Real;4;1;0;0;0
2021-05-14;U. Críticas SIN respirador;15;NAVARRA;31;Navarra;12;0;0;0;0
2021-05-15;Hospitalización convencional;01;ANDALUCÍA;11;Cádiz;2595;61;1495;4;20
2021-05-15;Hospitalización convencional;07;CASTILLA Y LEÓN;37;Salamanca;759;14;572;2;5
2021-05-15;Hospitalización convencional;07;CASTILLA Y LEÓN;40;Segovia;325;14;147;2;5
2021-05-15;Hospitalización convencional;09;CATALUÑA;43;Tarragona;2669;46;1952;6;9
2021-05-15;U. Críticas CON respirador;06;CANTABRIA;39;Cantabria;96;21;42;3;2
2021-05-15;U. Críticas SIN respirador;05;ISLAS CANARIAS;38;Santa Cruz de Tenerife;17;0;9;0;0
2021-05-15;U. Críticas SIN respirador;07;CASTILLA Y LEÓN;47;Valladolid;14;0;6;0;0
2021-05-15;U. Críticas SIN respirador;08;CASTILLA LA MANCHA;19;Guadalajara;10;3;0;0;0
2021-05-16;Hospitalización convencional;07;CASTILLA Y LEÓN;09;Burgos;1063;65;611;4;0
2021-05-16;Hospitalización convencional;09;CATALUÑA;17;Girona;2122;103;1521;7;5
2021-05-16;Hospitalización convencional;10;COMUNIDAD VALENCIANA;12;Castellón/Castelló;1324;21;827;3;0
2021-05-16;Hospitalización convencional;12;GALICIA;27;Lugo;1128;5;614;1;1
2021-05-16;U. Críticas CON respirador;05;ISLAS CANARIAS;38;Santa Cruz de Tenerife;177;22;67;0;0
2021-05-16;U. Críticas CON respirador;07;CASTILLA Y LEÓN;47;Valladolid;114;26;47;1;1
2021-05-16;U. Críticas SIN respirador;05;ISLAS CANARIAS;35;Palmas, Las;48;0;8;0;0
2021-05-16;U. Críticas SIN respirador;05;ISLAS CANARIAS;38;Santa Cruz de Tenerife;17;0;8;0;0
2021-05-16;U. Críticas SIN respirador;08;CASTILLA LA MANCHA;16;Cuenca;11;0;0;0;0
2021-05-16;U. Críticas SIN respirador;11;EXTREMADURA;10;Cáceres;10;0;0;0;0
2020-10-27;Hospitalización convencional;14;MURCIA;30;Murcia;3507;425;2191;67;61
2020-10-27;U. Críticas CON respirador;17;LA RIOJA;26;Rioja, La;56;24;18;2;0
2020-10-27;U. Críticas SIN respirador;09;CATALUÑA;08;Barcelona;222;46;117;9;1
2020-10-27;U. Críticas SIN respirador;10;COMUNIDAD VALENCIANA;12;Castellón/Castelló;6;0;0;0;0
2020-10-28;Hospitalización convencional;04;ISLAS BALEARES;07;Balears, Illes;3006;154;1977;18;15
2020-10-28;Hospitalización convencional;05;ISLAS CANARIAS;35;Palmas, Las;2463;63;1711;2;9
2020-10-28;Hospitalización convencional;11;EXTREMADURA;06;Badajoz;1945;209;988;23;23
2020-10-28;U. Críticas CON respirador;07;CASTILLA Y LEÓN;24;León;87;25;13;1;1
2020-10-28;U. Críticas CON respirador;10;COMUNIDAD VALENCIANA;12;Castellón/Castelló;73;18;21;2;0
2020-10-28;U. Críticas CON respirador;12;GALICIA;27;Lugo;77;4;20;2;0
2020-10-28;U. Críticas SIN respirador;01;ANDALUCÍA;29;Málaga;120;0;14;0;0
2020-10-28;U. Críticas SIN respirador;01;ANDALUCÍA;41;Sevilla;101;8;38;4;4
2020-10-28;U. Críticas SIN respirador;02;ARAGÓN;22;Huesca;0;0;0;0;0
2020-10-28;U. Críticas SIN respirador;07;CASTILLA Y LEÓN;09;Burgos;17;10;4;1;0
2020-10-29;Hospitalización convencional;08;CASTILLA LA MANCHA;19;Guadalajara;353;86;186;8;7
2020-10-29;Hospitalización convencional;13;MADRID;28;Madrid;15778;2721;10066;244;276
2020-10-29;Hospitalización convencional;14;MURCIA;30;Murcia;3507;407;2164;57;73
2020-10-29;Hospitalización convencional;16;PAÍS VASCO;01;Araba/Álava;615;72;452;5;11
2020-10-29;Hospitalización convencional;19;MELILLA;52;Melilla;165;42;46;5;2
2020-10-29;U. Críticas CON respirador;01;ANDALUCÍA;18;Granada;153;87;21;4;2
2020-10-29;U. Críticas CON respirador;01;ANDALUCÍA;29;Málaga;210;39;77;5;2
2020-10-29;U. Críticas CON respirador;02;ARAGÓN;22;Huesca;24;18;2;1;0
2020-10-29;U. Críticas CON respirador;09;CATALUÑA;17;Girona;86;42;28;3;1
2020-10-29;U. Críticas CON respirador;13;MADRID;28;Madrid;1136;492;419;21;17
2020-10-29;U. Críticas SIN respirador;02;ARAGÓN;50;Zaragoza;17;0;7;0;0
2020-10-29;U. Críticas SIN respirador;12;GALICIA;15;Coruña, A;111;0;7;0;0
2020-10-30;Hospitalización convencional;02;ARAGÓN;44;Teruel;393;105;137;8;9
2020-10-30;Hospitalización convencional;08;CASTILLA LA MANCHA;02;Albacete;927;106;480;22;13
2020-10-30;Hospitalización convencional;11;EXTREMADURA;06;Badajoz;1945;203;893;33;38
2020-10-30;Hospitalización convencional;12;GALICIA;32;Ourense;1005;70;604;11;12
2020-10-30;U. Críticas CON respirador;07;CASTILLA Y LEÓN;37;Salamanca;81;29;25;0;1
2020-10-30;U. Críticas CON respirador;12;GALICIA;27;Lugo;76;3;13;1;0
2020-10-30;U. Críticas SIN respirador;01;ANDALUCÍA;14;Córdoba;59;1;2;0;0
2020-10-30;U. Críticas SIN respirador;01;ANDALUCÍA;21;Huelva;32;0;3;0;0
2020-10-30;U. Críticas SIN respirador;10;COMUNIDAD VALENCIANA;03;Alicante/Alacant;61;10;25;0;0
2020-10-31;Hospitalización convencional;07;CASTILLA Y LEÓN;05;Ávila;391;58;177;8;1
2020-10-31;Hospitalización convencional;08;CASTILLA LA MANCHA;16;Cuenca;372;42;136;8;8
2020-10-31;U. Críticas CON respirador;01;ANDALUCÍA;29;Málaga;210;39;75;3;3
2020-10-31;U. Críticas CON respirador;07;CASTILLA Y LEÓN;09;Burgos;63;21;17;2;0
2020-10-31;U. Críticas CON respirador;08;CASTILLA LA MANCHA;45;Toledo;89;38;16;5;1
2020-10-31;U. Críticas SIN respirador;06;CANTABRIA;39;Cantabria;22;0;4;0;0
2020-10-31;U. Críticas SIN respirador;16;PAÍS VASCO;48;Bizkaia;10;1;3;0;0
2020-11-01;Hospitalización convencional;05;ISLAS CANARIAS;35;Palmas, Las;2463;58;1659;7;1
2020-11-01;U. Críticas SIN respirador;02;ARAGÓN;44;Teruel;0;0;0;0;0
2020-11-01;U. Críticas SIN respirador;07;CASTILLA Y LEÓN;49;Zamora;0;0;0;0;0
2020-11-01;U. Críticas SIN respirador;15;NAVARRA;31;Navarra;12;0;4;0;0
2020-11-02;Hospitalización convencional;07;CASTILLA Y LEÓN;05;Ávila;390;69;181;6;2
2020-11-02;Hospitalización convencional;09;CATALUÑA;43;Tarragona;2595;361;1717;26;44
2020-11-02;Hospitalización convencional;13;MADRID;28;Madrid;15690;2550;9614;159;134
2020-11-02;U. Críticas CON respirador;01;ANDALUCÍA;21;Huelva;41;12;10;1;1
2020-11-02;U. Críticas CON respirador;08;CASTILLA LA MANCHA;45;Toledo;92;37;15;3;4
2020-11-02;U. Críticas SIN respirador;16;PAÍS VASCO;20;Gipuzkoa;0;0;0;0;0
2020-11-03;Hospitalización convencional;01;ANDALUCÍA;11;Cádiz;2397;259;1430;41;40
2020-11-03;Hospitalización convencional;01;ANDALUCÍA;18;Granada;1822;698;824;90;73
2021-05-16;U. Críticas SIN respirador;12;GALICIA;32;Ourense;40;0;12;0;0
2021-05-16;U. Críticas SIN respirador;14;MURCIA;30;Murcia;182;2;20;0;0
2021-05-17;Hospitalización convencional;01;ANDALUCÍA;29;Málaga;3030;109;1981;18;22
2021-05-17;Hospitalización convencional;01;ANDALUCÍA;41;Sevilla;3527;192;2465;23;20
2021-05-17;Hospitalización convencional;07;CASTILLA Y LEÓN;09;Burgos;989;55;629;3;10
2021-05-17;Hospitalización convencional;10;COMUNIDAD VALENCIANA;03;Alicante/Alacant;4058;26;2587;3;5
2021-05-17;U. Críticas CON respirador;08;CASTILLA LA MANCHA;02;Albacete;40;2;8;1;0
2021-05-17;U. Críticas CON respirador;14;MURCIA;30;Murcia;292;26;106;2;3
2021-05-17;U. Críticas SIN respirador;04;ISLAS BALEARES;07;Balears, Illes;51;0;23;0;0
2021-05-17;U. Críticas SIN respirador;14;MURCIA;30;Murcia;183;1;25;0;0
2021-05-17;U. Críticas SIN respirador;16;PAÍS VASCO;01;Araba/Álava;8;0;8;0;0
2021-05-18;Hospitalización convencional;01;ANDALUCÍA;29;Málaga;3030;106;2041;14;18
2021-05-18;Hospitalización convencional;08;CASTILLA LA MANCHA;45;Toledo;1654;154;950;11;25
2021-05-18;U. Críticas CON respirador;01;ANDALUCÍA;04;Almería;170;29;10;3;0
2021-05-18;U. Críticas CON respirador;02;ARAGÓN;44;Teruel;8;2;4;1;0
2021-05-18;U. Críticas CON respirador;14;MURCIA;30;Murcia;292;27;105;2;0
2021-05-18;U. Críticas CON respirador;15;NAVARRA;31;Navarra;121;19;50;0;1
2021-05-18;U. Críticas SIN respirador;01;ANDALUCÍA;04;Almería;55;0;20;0;0
2021-05-18;U. Críticas SIN respirador;04;ISLAS BALEARES;07;Balears, Illes;43;0;17;0;0
2021-05-18;U. Críticas SIN respirador;09;CATALUÑA;43;Tarragona;17;4;13;1;0
2021-05-18;U. Críticas SIN respirador;18;CEUTA;51;Ceuta;0;0;0;0;0
2021-05-19;Hospitalización convencional;12;GALICIA;27;Lugo;1128;7;702;1;0
2021-05-19;U. Críticas CON respirador;02;ARAGÓN;44;Teruel;8;2;5;0;0
2021-05-19;U. Críticas CON respirador;04;ISLAS BALEARES;07;Balears, Illes;216;14;81;0;0
2021-05-19;U. Críticas CON respirador;07;CASTILLA Y LEÓN;47;Valladolid;113;23;56;1;0
2021-05-19;U. Críticas CON respirador;07;CASTILLA Y LEÓN;49;Zamora;19;4;1;0;0
2021-05-19;U. Críticas SIN respirador;08;CASTILLA LA MANCHA;16;Cuenca;11;0;0;0;0
2021-05-20;Hospitalización convencional;15;NAVARRA;31;Navarra;1781;57;1137;6;8
2021-05-20;U. Críticas CON respirador;08;CASTILLA LA MANCHA;19;Guadalajara;38;20;6;1;0
2021-05-20;U. Críticas SIN respirador;01;ANDALUCÍA;11;Cádiz;36;1;4;1;0
2021-05-20;U. Críticas SIN respirador;09;CATALUÑA;17;Girona;0;0;0;0;0
2021-05-20;U. Críticas SIN respirador;10;COMUNIDAD VALENCIANA;46;Valencia/València;53;0;14;0;0
2021-05-20;U. Críticas SIN respirador;13;MADRID;28;Madrid;132;0;24;0;0
2021-05-21;Hospitalización convencional;07;CASTILLA Y LEÓN;49;Zamora;355;9;219;0;2
2021-05-21;U. Críticas CON respirador;07;CASTILLA Y LEÓN;05;Ávila;18;7;4;0;0
2021-05-21;U. Críticas SIN respirador;08;CASTILLA LA MANCHA;45;Toledo;18;1;7;0;0
2021-05-22;Hospitalización convencional;03;ASTURIAS;33;Asturias;3125;62;1962;6;10
2021-05-22;Hospitalización convencional;07;CASTILLA Y LEÓN;49;Zamora;355;9;219;0;2
2021-05-22;U. Críticas CON respirador;01;ANDALUCÍA;11;Cádiz;208;21;61;0;0
2021-05-22;U. Críticas CON respirador;08;CASTILLA LA MANCHA;13;Ciudad Real;76;16;20;0;0
2021-05-22;U. Críticas CON respirador;12;GALICIA;32;Ourense;44;2;14;0;0
2021-05-22;U. Críticas SIN respirador;01;ANDALUCÍA;18;Granada;19;0;14;0;0
2021-05-22;U. Críticas SIN respirador;08;CASTILLA LA MANCHA;45;Toledo;18;1;7;0;0
2021-05-23;Hospitalización convencional;06;CANTABRIA;39;Cantabria;1399;30;929;1;14
2021-05-23;Hospitalización convencional;15;NAVARRA;31;Navarra;1781;48;1043;1;3
2021-05-23;Hospitalización convencional;16;PAÍS VASCO;01;Araba/Álava;628;43;459;2;1
2021-05-23;U. Críticas CON respirador;07;CASTILLA Y LEÓN;42;Soria;14;5;0;0;0
2021-05-23;U. Críticas CON respirador;11;EXTREMADURA;06;Badajoz;122;6;29;2;0
2021-05-23;U. Críticas CON respirador;12;GALICIA;32;Ourense;44;4;18;0;0
