Fecha;Unidad;COD_CCAA;CCAA;Cod_Provincia;Provincia;TOTAL_CAMAS;OCUPADAS_COVID19;OCUPADAS_NO_COVID19
2021-03-21;Hospitalización convencional;09;CATALUÑA;43;Tarragona;2610;44;1875
2021-03-21;U. Críticas CON respirador;07;CASTILLA Y LEÓN;24;León;100;19;19
2021-03-21;U. Críticas SIN respirador;08;CASTILLA LA MANCHA;02;Albacete;38;1;22
2021-03-22;Hospitalización convencional;01;ANDALUCÍA;11;Cádiz;2548;98;1590
2021-03-22;Hospitalización convencional;05;ISLAS CANARIAS;38;Santa Cruz de Tenerife;2505;113;1791
2021-03-22;Hospitalización convencional;08;CASTILLA LA MANCHA;19;Guadalajara;353;29;255
2021-03-22;U. Críticas SIN respirador;05;ISLAS CANARIAS;38;Santa Cruz de Tenerife;17;1;9
2021-03-22;U. Críticas SIN respirador;08;CASTILLA LA MANCHA;16;Cuenca;11;0;0
2021-03-22;U. Críticas SIN respirador;08;CASTILLA LA MANCHA;19;Guadalajara;10;2;0
2021-03-22;U. Críticas SIN respirador;09;CATALUÑA;17;Girona;0;0;0
2021-03-22;U. Críticas SIN respirador;10;COMUNIDAD VALENCIANA;12;Castellón/Castelló;2;0;0
2021-03-23;Hospitalización convencional;09;CATALUÑA;25;Lleida;1059;78;727
2021-03-23;Hospitalización convencional;11;EXTREMADURA;06;Badajoz;1726;21;1015
2021-03-23;U. Críticas CON respirador;05;ISLAS CANARIAS;38;Santa Cruz de Tenerife;179;35;61
2021-03-23;U. Críticas CON respirador;07;CASTILLA Y LEÓN;24;León;100;19;23
2021-03-23;U. Críticas CON respirador;08;CASTILLA LA MANCHA;19;Guadalajara;38;10;3
2021-03-23;U. Críticas SIN respirador;02;ARAGÓN;22;Huesca;0;0;0
2021-03-24;Hospitalización convencional;08;CASTILLA LA MANCHA;19;Guadalajara;353;37;269
2021-03-24;Hospitalización convencional;10;COMUNIDAD VALENCIANA;03;Alicante/Alacant;4039;60;2565
2021-03-24;U. Críticas CON respirador;01;ANDALUCÍA;41;Sevilla;304;45;105
2021-03-24;U. Críticas CON respirador;07;CASTILLA Y LEÓN;49;Zamora;19;4;3
2021-03-24;U. Críticas CON respirador;15;NAVARRA;31;Navarra;115;19;47
2021-03-28;Hospitalización convencional;08;CASTILLA LA MANCHA;19;Guadalajara;353;36;240
2021-03-28;U. Críticas CON respirador;01;ANDALUCÍA;11;Cádiz;210;24;50
2021-03-28;U. Críticas CON respirador;02;ARAGÓN;22;Huesca;25;7;4
2021-03-28;U. Críticas CON respirador;08;CASTILLA LA MANCHA;16;Cuenca;30;1;7
2021-03-28;U. Críticas SIN respirador;12;GALICIA;27;Lugo;7;0;0
2021-03-29;Hospitalización convencional;01;ANDALUCÍA;04;Almería;1305;98;653
2021-03-29;Hospitalización convencional;04;ISLAS BALEARES;07;Balears, Illes;2971;49;2026
2021-03-29;Hospitalización convencional;07;CASTILLA Y LEÓN;42;Soria;277;33;160
2021-03-29;Hospitalización convencional;11;EXTREMADURA;06;Badajoz;1726;28;957
2021-03-29;Hospitalización convencional;18;CEUTA;51;Ceuta;182;23;66
2021-03-29;U. Críticas SIN respirador;01;ANDALUCÍA;14;Córdoba;59;2;5
2021-03-30;Hospitalización convencional;07;CASTILLA Y LEÓN;34;Palencia;433;23;288
2021-03-30;Hospitalización convencional;08;CASTILLA LA MANCHA;16;Cuenca;372;2;198
2021-03-30;Hospitalización convencional;14;MURCIA;30;Murcia;3642;50;2285
2021-03-30;U. Críticas CON respirador;01;ANDALUCÍA;41;Sevilla;304;46;103
2021-03-30;U. Críticas CON respirador;09;CATALUÑA;08;Barcelona;856;301;351
2021-03-31;Hospitalización convencional;05;ISLAS CANARIAS;35;Palmas, Las;2477;95;1670
2021-03-31;Hospitalización convencional;18;CEUTA;51;Ceuta;184;17;60
2021-03-31;U. Críticas SIN respirador;01;ANDALUCÍA;21;Huelva;30;0;0
2021-03-31;U. Críticas SIN respirador;03;ASTURIAS;33;Asturias;49;0;3
2021-04-01;Hospitalización convencional;09;CATALUÑA;08;Barcelona;17712;1206;13082
2021-04-01;Hospitalización convencional;09;CATALUÑA;43;Tarragona;2648;42;1844
2021-04-01;U. Críticas CON respirador;01;ANDALUCÍA;21;Huelva;43;3;18
2021-04-01;U. Críticas CON respirador;08;CASTILLA LA MANCHA;45;Toledo;100;15;18
2021-04-01;U. Críticas CON respirador;09;CATALUÑA;08;Barcelona;864;303;345
2021-04-01;U. Críticas CON respirador;09;CATALUÑA;17;Girona;70;32;25
2021-04-01;U. Críticas SIN respirador;16;PAÍS VASCO;20;Gipuzkoa;0;0;0
2021-04-02;Hospitalización convencional;07;CASTILLA Y LEÓN;37;Salamanca;726;15;558
2021-04-02;Hospitalización convencional;17;LA RIOJA;26;Rioja, La;670;42;455
2021-04-02;U. Críticas SIN respirador;05;ISLAS CANARIAS;38;Santa Cruz de Tenerife;17;1;8
2021-04-02;U. Críticas SIN respirador;08;CASTILLA LA MANCHA;13;Ciudad Real;8;1;5
2021-04-03;Hospitalización convencional;09;CATALUÑA;08;Barcelona;17116;1231;12198
2021-04-03;U. Críticas CON respirador;06;CANTABRIA;39;Cantabria;95;20;42
2021-04-03;U. Críticas SIN respirador;01;ANDALUCÍA;04;Almería;55;0;9
2021-04-03;U. Críticas SIN respirador;08;CASTILLA LA MANCHA;02;Albacete;38;2;24
2021-04-03;U. Críticas SIN respirador;11;EXTREMADURA;10;Cáceres;10;2;1
2021-04-03;U. Críticas SIN respirador;12;GALICIA;32;Ourense;32;0;14
2021-04-04;Hospitalización convencional;01;ANDALUCÍA;18;Granada;2156;250;970
2021-04-04;Hospitalización convencional;01;ANDALUCÍA;29;Málaga;3029;148;1890
2021-04-04;Hospitalización convencional;07;CASTILLA Y LEÓN;09;Burgos;1065;84;547
2021-04-04;Hospitalización convencional;07;CASTILLA Y LEÓN;40;Segovia;325;26;193
2021-04-04;U. Críticas CON respirador;16;PAÍS VASCO;20;Gipuzkoa;119;26;26
2021-04-04;U. Críticas SIN respirador;05;ISLAS CANARIAS;38;Santa Cruz de Tenerife;17;1;10
2021-04-04;U. Críticas SIN respirador;07;CASTILLA Y LEÓN;42;Soria;0;0;0
2021-04-04;U. Críticas SIN respirador;07;CASTILLA Y LEÓN;47;Valladolid;10;0;5
2021-04-04;U. Críticas SIN respirador;08;CASTILLA LA MANCHA;19;Guadalajara;10;1;0
2021-04-04;U. Críticas SIN respirador;16;PAÍS VASCO;01;Araba/Álava;8;0;1
2021-04-05;Hospitalización convencional;07;CASTILLA Y LEÓN;24;León;1437;57;939
2021-04-05;U. Críticas CON respirador;12;GALICIA;15;Coruña, A;278;14;111
2021-04-05;U. Críticas CON respirador;14;MURCIA;30;Murcia;303;23;84
2021-04-05;U. Críticas SIN respirador;08;CASTILLA LA MANCHA;02;Albacete;38;0;28
2021-04-05;U. Críticas SIN respirador;18;CEUTA;51;Ceuta;0;0;0
2021-04-06;Hospitalización convencional;01;ANDALUCÍA;21;Huelva;865;60;556
2021-04-06;Hospitalización convencional;01;ANDALUCÍA;29;Málaga;3029;148;2115
2021-04-06;Hospitalización convencional;01;ANDALUCÍA;41;Sevilla;3527;234;2513
2021-04-06;Hospitalización convencional;08;CASTILLA LA MANCHA;45;Toledo;1539;119;942
2021-04-06;Hospitalización convencional;10;COMUNIDAD VALENCIANA;03;Alicante/Alacant;4034;70;2272
2021-04-06;U. Críticas CON respirador;12;GALICIA;36;Pontevedra;182;9;73
2021-04-06;U. Críticas CON respirador;18;CEUTA;51;Ceuta;17;4;0
2021-04-06;U. Críticas SIN respirador;07;CASTILLA Y LEÓN;34;Palencia;0;0;0
2021-04-06;U. Críticas SIN respirador;08;CASTILLA LA MANCHA;16;Cuenca;11;0;0
2021-04-06;U. Críticas SIN respirador;08;CASTILLA LA MANCHA;19;Guadalajara;10;1;0
2021-04-06;U. Críticas SIN respirador;14;MURCIA;30;Murcia;183;5;23
2021-04-06;U. Críticas SIN respirador;19;MELILLA;52;Melilla;2;0;0
2021-04-06;U. Críticas SIN respirador;12;GALICIA;15;Coruña, A;80;0;9
2021-04-07;Hospitalización convencional;02;ARAGÓN;44;Teruel;404;9;257
2021-04-07;Hospitalización convencional;04;ISLAS BALEARES;07;Balears, Illes;2970;44;2077
2021-04-07;U. Críticas CON respirador;01;ANDALUCÍA;23;Jaén;97;14;26
2021-04-07;U. Críticas CON respirador;07;CASTILLA Y LEÓN;09;Burgos;82;12;18
2021-04-07;U. Críticas CON respirador;07;CASTILLA Y LEÓN;40;Segovia;27;10;3
2021-04-07;U. Críticas CON respirador;09;CATALUÑA;17;Girona;75;42;20
2021-04-07;U. Críticas SIN respirador;02;ARAGÓN;22;Huesca;0;0;0
2021-04-07;U. Críticas SIN respirador;07;CASTILLA Y LEÓN;49;Zamora;0;0;0
2021-04-07;U. Críticas SIN respirador;12;GALICIA;36;Pontevedra;59;0;2
2021-04-08;Hospitalización convencional;10;COMUNIDAD VALENCIANA;46;Valencia/València;5134;117;3428
2021-04-08;U. Críticas CON respirador;07;CASTILLA Y LEÓN;40;Segovia;27;11;1
2021-04-08;U. Críticas CON respirador;09;CATALUÑA;08;Barcelona;883;368;356
2021-04-08;U. Críticas CON respirador;09;CATALUÑA;25;Lleida;48;34;7
2021-04-08;U. Críticas CON respirador;10;COMUNIDAD VALENCIANA;03;Alicante/Alacant;294;24;118
2021-04-08;U. Críticas SIN respirador;01;ANDALUCÍA;21;Huelva;30;1;3
2021-04-08;U. Críticas SIN respirador;12;GALICIA;36;Pontevedra;59;0;2
2020-10-17;U. Críticas CON respirador;09;CATALUÑA;43;Tarragona;89;25;25
2020-10-17;U. Críticas SIN respirador;01;ANDALUCÍA;11;Cádiz;37;1;9
2020-10-17;U. Críticas SIN respirador;07;CASTILLA Y LEÓN;09;Burgos;4;0;0
2020-10-17;U. Críticas SIN respirador;08;CASTILLA LA MANCHA;45;Toledo;20;5;6
2020-10-17;U. Críticas SIN respirador;09;CATALUÑA;08;Barcelona;196;21;121
2020-10-18;Hospitalización convencional;07;CASTILLA Y LEÓN;49;Zamora;408;90;278
2020-10-18;Hospitalización convencional;08;CASTILLA LA MANCHA;02;Albacete;922;63;561
2020-10-18;Hospitalización convencional;16;PAÍS VASCO;01;Araba/Álava;614;73;436
2020-10-18;U. Críticas SIN respirador;01;ANDALUCÍA;41;Sevilla;101;5;35
2020-10-18;U. Críticas SIN respirador;07;CASTILLA Y LEÓN;09;Burgos;9;2;1
2020-10-19;Hospitalización convencional;06;CANTABRIA;39;Cantabria;1436;53;859
2020-10-19;Hospitalización convencional;08;CASTILLA LA MANCHA;13;Ciudad Real;1346;68;790
2020-10-19;Hospitalización convencional;16;PAÍS VASCO;01;Araba/Álava;620;69;468
2020-10-19;U. Críticas CON respirador;05;ISLAS CANARIAS;35;Palmas, Las;213;25;95
2020-10-19;U. Críticas CON respirador;08;CASTILLA LA MANCHA;16;Cuenca;30;3;8
2020-10-19;U. Críticas CON respirador;13;MADRID;28;Madrid;1108;492;405
2020-10-20;Hospitalización convencional;07;CASTILLA Y LEÓN;47;Valladolid;1343;271;808
2020-10-20;Hospitalización convencional;08;CASTILLA LA MANCHA;19;Guadalajara;353;90;183
2020-10-20;U. Críticas CON respirador;01;ANDALUCÍA;18;Granada;132;55;52
2020-10-20;U. Críticas CON respirador;01;ANDALUCÍA;29;Málaga;210;37;90
2020-10-20;U. Críticas CON respirador;02;ARAGÓN;22;Huesca;24;12;3
2020-10-20;U. Críticas CON respirador;09;CATALUÑA;43;Tarragona;94;28;33
2020-10-20;U. Críticas SIN respirador;02;ARAGÓN;22;Huesca;0;0;0
2020-10-20;U. Críticas SIN respirador;12;GALICIA;27;Lugo;6;0;0
2020-10-21;Hospitalización convencional;05;ISLAS CANARIAS;35;Palmas, Las;2465;99;1716
2020-10-21;Hospitalización convencional;08;CASTILLA LA MANCHA;02;Albacete;923;63;585
2020-10-21;Hospitalización convencional;12;GALICIA;32;Ourense;1014;136;616
2020-10-21;Hospitalización convencional;12;GALICIA;36;Pontevedra;2300;81;1630
2020-10-21;Hospitalización convencional;13;MADRID;28;Madrid;15835;2820;10407
2020-10-21;U. Críticas SIN respirador;01;ANDALUCÍA;21;Huelva;19;0;2
2020-10-21;U. Críticas SIN respirador;02;ARAGÓN;50;Zaragoza;17;0;7
2020-10-21;U. Críticas SIN respirador;07;CASTILLA Y LEÓN;09;Burgos;17;7;3
2020-10-21;U. Críticas SIN respirador;12;GALICIA;27;Lugo;6;0;0
2020-10-21;U. Críticas SIN respirador;16;PAÍS VASCO;48;Bizkaia;10;2;8
2020-10-22;Hospitalización convencional;02;ARAGÓN;44;Teruel;393;68;193
2020-10-22;Hospitalización convencional;13;MADRID;28;Madrid;15758;2652;10495
2020-10-22;Hospitalización convencional;18;CEUTA;51;Ceuta;170;22;56
2020-10-22;Hospitalización convencional;19;MELILLA;52;Melilla;165;34;61
2020-10-22;U. Críticas CON respirador;01;ANDALUCÍA;21;Huelva;41;6;15
2020-10-22;U. Críticas CON respirador;12;GALICIA;27;Lugo;75;3;17
2020-10-22;U. Críticas SIN respirador;06;CANTABRIA;39;Cantabria;27;1;3
2020-10-23;Hospitalización convencional;07;CASTILLA Y LEÓN;42;Soria;267;26;149
2020-10-23;U. Críticas CON respirador;01;ANDALUCÍA;29;Málaga;210;35;76
2020-10-23;U. Críticas SIN respirador;03;ASTURIAS;33;Asturias;44;0;2
2020-10-23;U. Críticas SIN respirador;12;GALICIA;15;Coruña, A;111;0;4
2020-10-23;U. Críticas SIN respirador;12;GALICIA;36;Pontevedra;53;0;1
2020-10-24;Hospitalización convencional;07;CASTILLA Y LEÓN;05;Ávila;391;42;182
2020-10-24;Hospitalización convencional;07;CASTILLA Y LEÓN;42;Soria;267;26;149
2020-10-24;Hospitalización convencional;10;COMUNIDAD VALENCIANA;46;Valencia/València;4965;465;3056
2020-10-24;U. Críticas CON respirador;07;CASTILLA Y LEÓN;40;Segovia;15;2;5
2020-10-24;U. Críticas CON respirador;09;CATALUÑA;08;Barcelona;754;264;320
2020-10-24;U. Críticas CON respirador;10;COMUNIDAD VALENCIANA;03;Alicante/Alacant;285;56;124
2020-10-24;U. Críticas SIN respirador;01;ANDALUCÍA;21;Huelva;32;0;2
2020-10-24;U. Críticas SIN respirador;12;GALICIA;36;Pontevedra;53;0;2
2020-10-25;Hospitalización convencional;07;CASTILLA Y LEÓN;37;Salamanca;728;193;385
2020-10-25;Hospitalización convencional;09;CATALUÑA;43;Tarragona;2439;291;1680
2020-10-25;Hospitalización convencional;10;COMUNIDAD VALENCIANA;46;Valencia/València;4984;544;3124
2020-10-25;U. Críticas SIN respirador;02;ARAGÓN;44;Teruel;0;0;0
2020-10-26;Hospitalización convencional;01;ANDALUCÍA;11;Cádiz;2407;206;1478
2020-10-26;Hospitalización convencional;07;CASTILLA Y LEÓN;24;León;1465;285;776
2020-10-26;Hospitalización convencional;09;CATALUÑA;17;Girona;2074;227;1378
2020-10-26;U. Críticas CON respirador;01;ANDALUCÍA;21;Huelva;41;6;15
2020-10-26;U. Críticas SIN respirador;05;ISLAS CANARIAS;38;Santa Cruz de Tenerife;18;0;11
2020-10-26;U. Críticas SIN respirador;16;PAÍS VASCO;20;Gipuzkoa;0;0;0
2021-03-02;Hospitalización convencional;15;NAVARRA;31;Navarra;1810;54;1209
2021-03-02;Hospitalización convencional;19;MELILLA;52;Melilla;165;14;65
2021-03-02;U. Críticas CON respirador;03;ASTURIAS;33;Asturias;283;108;46
2021-03-02;U. Críticas SIN respirador;06;CANTABRIA;39;Cantabria;22;0;4
2021-03-02;U. Críticas SIN respirador;12;GALICIA;15;Coruña, A;80;0;8
2021-03-03;U. Críticas CON respirador;07;CASTILLA Y LEÓN;40;Segovia;27;13;6
2021-03-03;U. Críticas CON respirador;09;CATALUÑA;08;Barcelona;912;390;348
2021-03-03;U. Críticas CON respirador;09;CATALUÑA;17;Girona;77;38;20
2021-03-03;U. Críticas SIN respirador;01;ANDALUCÍA;11;Cádiz;44;0;9
2021-03-03;U. Críticas SIN respirador;09;CATALUÑA;08;Barcelona;263;55;140
2021-03-04;Hospitalización convencional;07;CASTILLA Y LEÓN;49;Zamora;361;21;259
2021-03-04;U. Críticas CON respirador;09;CATALUÑA;25;Lleida;42;22;9
2021-03-04;U. Críticas SIN respirador;07;CASTILLA Y LEÓN;09;Burgos;21;8;1
2021-03-04;U. Críticas SIN respirador;08;CASTILLA LA MANCHA;13;Ciudad Real;6;0;4
2021-03-04;U. Críticas SIN respirador;08;CASTILLA LA MANCHA;45;Toledo;18;1;8
2021-03-04;U. Críticas SIN respirador;09;CATALUÑA;25;Lleida;48;9;8
2021-03-05;Hospitalización convencional;07;CASTILLA Y LEÓN;24;León;1431;67;794
2021-03-05;Hospitalización convencional;09;CATALUÑA;08;Barcelona;17905;1249;13167
2021-03-05;Hospitalización convencional;10;COMUNIDAD VALENCIANA;12;Castellón/Castelló;1346;53;696
2021-03-05;Hospitalización convencional;16;PAÍS VASCO;01;Araba/Álava;617;59;419
2021-03-05;U. Críticas CON respirador;12;GALICIA;15;Coruña, A;282;48;70
2021-03-05;U. Críticas SIN respirador;17;LA RIOJA;26;Rioja, La;4;0;0
2021-03-06;Hospitalización convencional;06;CANTABRIA;39;Cantabria;1452;53;819
2021-03-06;Hospitalización convencional;08;CASTILLA LA MANCHA;13;Ciudad Real;1307;17;785
2021-03-06;Hospitalización convencional;12;GALICIA;15;Coruña, A;3225;148;1935
2021-03-06;U. Críticas CON respirador;05;ISLAS CANARIAS;35;Palmas, Las;227;50;66
2021-03-06;U. Críticas CON respirador;05;ISLAS CANARIAS;38;Santa Cruz de Tenerife;179;31;55
2021-03-06;U. Críticas CON respirador;12;GALICIA;36;Pontevedra;182;24;67
2021-03-06;U. Críticas CON respirador;13;MADRID;28;Madrid;1190;525;424
2021-03-06;U. Críticas SIN respirador;07;CASTILLA Y LEÓN;34;Palencia;0;0;0
2021-03-06;U. Críticas SIN respirador;08;CASTILLA LA MANCHA;02;Albacete;41;7;22
2021-03-07;Hospitalización convencional;05;ISLAS CANARIAS;38;Santa Cruz de Tenerife;2520;116;1802
2021-03-07;Hospitalización convencional;08;CASTILLA LA MANCHA;16;Cuenca;372;5;155
2021-03-07;Hospitalización convencional;08;CASTILLA LA MANCHA;19;Guadalajara;353;45;214
2021-03-07;Hospitalización convencional;12;GALICIA;36;Pontevedra;2269;78;1444
2021-03-07;U. Críticas CON respirador;01;ANDALUCÍA;14;Córdoba;111;28;28
2021-03-07;U. Críticas CON respirador;15;NAVARRA;31;Navarra;119;16;41
2021-03-07;U. Críticas SIN respirador;02;ARAGÓN;50;Zaragoza;19;0;6
2021-03-07;U. Críticas SIN respirador;18;CEUTA;51;Ceuta;0;0;0
2021-03-08;Hospitalización convencional;07;CASTILLA Y LEÓN;34;Palencia;425;34;195
2021-03-08;Hospitalización convencional;11;EXTREMADURA;06;Badajoz;1726;18;1022
2021-03-08;U. Críticas CON respirador;04;ISLAS BALEARES;07;Balears, Illes;240;33;94
2021-03-08;U. Críticas CON respirador;07;CASTILLA Y LEÓN;24;León;100;25;28
2021-03-08;U. Críticas SIN respirador;01;ANDALUCÍA;23;Jaén;67;6;6
2021-03-08;U. Críticas SIN respirador;07;CASTILLA Y LEÓN;24;León;0;0;0
2021-03-09;Hospitalización convencional;01;ANDALUCÍA;21;Huelva;865;40;489
2021-03-09;Hospitalización convencional;02;ARAGÓN;50;Zaragoza;2960;191;1937
2021-03-09;Hospitalización convencional;04;ISLAS BALEARES;07;Balears, Illes;2992;73;2062
2021-03-09;Hospitalización convencional;12;GALICIA;27;Lugo;1124;12;645
2021-03-09;U. Críticas CON respirador;01;ANDALUCÍA;41;Sevilla;304;51;104
2021-03-09;U. Críticas CON respirador;10;COMUNIDAD VALENCIANA;46;Valencia/València;462;76;187
2021-03-09;U. Críticas SIN respirador;06;CANTABRIA;39;Cantabria;22;0;4
2021-03-09;U. Críticas SIN respirador;07;CASTILLA Y LEÓN;37;Salamanca;5;0;0
2021-03-09;U. Críticas SIN respirador;07;CASTILLA Y LEÓN;49;Zamora;0;0;0
2021-03-09;U. Críticas SIN respirador;10;COMUNIDAD VALENCIANA;03;Alicante/Alacant;55;4;35
2021-03-09;U. Críticas SIN respirador;10;COMUNIDAD VALENCIANA;46;Valencia/València;62;0;17
2021-03-09;U. Críticas SIN respirador;12;GALICIA;15;Coruña, A;80;0;5
2021-03-10;Hospitalización convencional;07;CASTILLA Y LEÓN;42;Soria;296;49;159
2021-03-10;U. Críticas CON respirador;07;CASTILLA Y LEÓN;05;Ávila;18;5;5
2021-03-10;U. Críticas CON respirador;09;CATALUÑA;08;Barcelona;912;339;371
2021-03-10;U. Críticas CON respirador;10;COMUNIDAD VALENCIANA;03;Alicante/Alacant;319;75;123
2021-03-10;U. Críticas SIN respirador;01;ANDALUCÍA;11;Cádiz;36;0;3
2021-03-10;U. Críticas SIN respirador;09;CATALUÑA;08;Barcelona;256;60;127
2021-04-07;Hospitalización convencional;12;GALICIA;27;Lugo;1128;4;670
2021-04-07;U. Críticas CON respirador;07;CASTILLA Y LEÓN;34;Palencia;36;15;5
2021-04-07;U. Críticas SIN respirador;07;CASTILLA Y LEÓN;24;León;0;0;0
2021-04-07;U. Críticas SIN respirador;10;COMUNIDAD VALENCIANA;46;Valencia/València;57;0;17
2021-04-08;Hospitalización convencional;01;ANDALUCÍA;14;Córdoba;1557;103;924
2021-04-08;Hospitalización convencional;01;ANDALUCÍA;21;Huelva;865;54;553
2021-04-08;Hospitalización convencional;01;ANDALUCÍA;23;Jaén;1178;102;669
2021-04-08;Hospitalización convencional;08;CASTILLA LA MANCHA;45;Toledo;1539;141;994
2021-04-08;Hospitalización convencional;15;NAVARRA;31;Navarra;1761;132;1091
2021-04-08;U. Críticas CON respirador;15;NAVARRA;31;Navarra;125;31;53
2021-04-08;U. Críticas SIN respirador;07;CASTILLA Y LEÓN;05;Ávila;0;0;0
2021-04-08;U. Críticas SIN respirador;08;CASTILLA LA MANCHA;45;Toledo;18;0;11
2021-04-08;U. Críticas SIN respirador;09;CATALUÑA;17;Girona;0;0;0
2021-04-08;U. Críticas SIN respirador;19;MELILLA;52;Melilla;2;0;0
2021-03-24;U. Críticas SIN respirador;08;CASTILLA LA MANCHA;16;Cuenca;11;0;0
2021-03-24;U. Críticas SIN respirador;08;CASTILLA LA MANCHA;19;Guadalajara;10;2;0
2021-03-24;U. Críticas SIN respirador;12;GALICIA;27;Lugo;7;0;0
2021-03-24;U. Críticas SIN respirador;19;MELILLA;52;Melilla;2;0;0
2021-03-25;Hospitalización convencional;08;CASTILLA LA MANCHA;02;Albacete;977;12;555
2021-03-25;Hospitalización convencional;11;EXTREMADURA;06;Badajoz;1726;22;1012
2021-03-25;U. Críticas CON respirador;02;ARAGÓN;50;Zaragoza;180;48;74
2021-03-25;U. Críticas CON respirador;05;ISLAS CANARIAS;38;Santa Cruz de Tenerife;179;35;56
2021-03-25;U. Críticas CON respirador;08;CASTILLA LA MANCHA;19;Guadalajara;38;12;6
2021-03-25;U. Críticas CON respirador;10;COMUNIDAD VALENCIANA;12;Castellón/Castelló;84;4;32
2021-03-25;U. Críticas SIN respirador;07;CASTILLA Y LEÓN;24;León;0;0;0
2021-03-25;U. Críticas SIN respirador;12;GALICIA;36;Pontevedra;59;0;2
2021-03-26;Hospitalización convencional;01;ANDALUCÍA;21;Huelva;865;31;481
2021-03-26;Hospitalización convencional;01;ANDALUCÍA;29;Málaga;3029;104;1945
2021-03-26;Hospitalización convencional;07;CASTILLA Y LEÓN;05;Ávila;363;13;238
2021-03-26;Hospitalización convencional;10;COMUNIDAD VALENCIANA;03;Alicante/Alacant;4028;56;2324
2021-03-26;U. Críticas CON respirador;03;ASTURIAS;33;Asturias;276;72;45
2021-03-26;U. Críticas CON respirador;07;CASTILLA Y LEÓN;42;Soria;25;8;5
2021-03-26;U. Críticas CON respirador;09;CATALUÑA;25;Lleida;39;23;8
2021-03-26;U. Críticas CON respirador;15;NAVARRA;31;Navarra;115;21;60
2021-03-26;U. Críticas SIN respirador;12;GALICIA;15;Coruña, A;80;1;4
2021-03-27;Hospitalización convencional;07;CASTILLA Y LEÓN;42;Soria;276;31;141
2021-03-27;U. Críticas CON respirador;02;ARAGÓN;50;Zaragoza;180;46;74
2021-03-27;U. Críticas CON respirador;07;CASTILLA Y LEÓN;05;Ávila;18;3;6
2021-03-27;U. Críticas CON respirador;11;EXTREMADURA;10;Cáceres;59;2;17
2021-03-27;U. Críticas SIN respirador;01;ANDALUCÍA;11;Cádiz;36;1;4
2021-03-27;U. Críticas SIN respirador;12;GALICIA;36;Pontevedra;59;0;2
2021-03-28;Hospitalización convencional;01;ANDALUCÍA;14;Córdoba;1555;68;855
2021-03-28;Hospitalización convencional;01;ANDALUCÍA;21;Huelva;865;37;532
2021-03-28;Hospitalización convencional;09;CATALUÑA;25;Lleida;1051;95;739
2021-03-28;Hospitalización convencional;09;CATALUÑA;43;Tarragona;2670;48;1864
2021-03-28;U. Críticas CON respirador;08;CASTILLA LA MANCHA;45;Toledo;100;12;22
2021-03-28;U. Críticas SIN respirador;09;CATALUÑA;25;Lleida;46;28;8
2021-03-29;U. Críticas SIN respirador;01;ANDALUCÍA;18;Granada;19;0;11
2021-03-29;U. Críticas SIN respirador;02;ARAGÓN;44;Teruel;0;0;0
2021-03-29;U. Críticas SIN respirador;05;ISLAS CANARIAS;38;Santa Cruz de Tenerife;17;1;7
2021-03-29;U. Críticas SIN respirador;07;CASTILLA Y LEÓN;40;Segovia;4;0;0
2021-03-29;U. Críticas SIN respirador;16;PAÍS VASCO;01;Araba/Álava;8;0;0
2021-03-29;U. Críticas SIN respirador;17;LA RIOJA;26;Rioja, La;4;0;0
2021-03-30;Hospitalización convencional;08;CASTILLA LA MANCHA;13;Ciudad Real;1292;27;737
2021-03-30;Hospitalización convencional;09;CATALUÑA;43;Tarragona;2654;43;1864
2021-03-30;Hospitalización convencional;12;GALICIA;15;Coruña, A;3236;67;2229
2021-03-30;Hospitalización convencional;16;PAÍS VASCO;48;Bizkaia;2246;219;1632
2021-03-30;U. Críticas CON respirador;13;MADRID;28;Madrid;1104;416;441
2021-03-30;U. Críticas SIN respirador;08;CASTILLA LA MANCHA;02;Albacete;38;4;26
2021-03-31;Hospitalización convencional;01;ANDALUCÍA;18;Granada;2156;196;916
2021-03-31;Hospitalización convencional;02;ARAGÓN;44;Teruel;404;9;201
2021-03-31;Hospitalización convencional;12;GALICIA;32;Ourense;933;17;656
2021-03-31;Hospitalización convencional;12;GALICIA;36;Pontevedra;2293;74;1348
2021-03-31;U. Críticas CON respirador;01;ANDALUCÍA;14;Córdoba;111;28;23
2021-03-31;U. Críticas CON respirador;12;GALICIA;32;Ourense;44;1;14
2021-03-31;U. Críticas SIN respirador;05;ISLAS CANARIAS;38;Santa Cruz de Tenerife;17;1;10
2021-03-31;U. Críticas SIN respirador;07;CASTILLA Y LEÓN;40;Segovia;4;0;0
2021-03-31;U. Críticas SIN respirador;08;CASTILLA LA MANCHA;16;Cuenca;11;0;0
2021-03-31;U. Críticas SIN respirador;08;CASTILLA LA MANCHA;19;Guadalajara;10;2;0
2021-03-31;U. Críticas SIN respirador;16;PAÍS VASCO;01;Araba/Álava;8;0;5
2021-04-01;Hospitalización convencional;06;CANTABRIA;39;Cantabria;1452;55;807
2021-04-01;Hospitalización convencional;08;CASTILLA LA MANCHA;13;Ciudad Real;1292;27;707
2021-04-01;Hospitalización convencional;12;GALICIA;15;Coruña, A;3229;67;2011
2021-04-01;Hospitalización convencional;14;MURCIA;30;Murcia;3621;60;2017
2021-04-01;U. Críticas CON respirador;08;CASTILLA LA MANCHA;19;Guadalajara;38;15;2
